Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@cyclingkev If anyone, even for a millisecond, thought the Tories cared a jot for public sector workers, other than as useful symbols to enthuse their working class base when convenient to do so, this article should set you straight. #blob #Tories #COVID19",school_closures,FAVOR,_,_,1259423785985376257
"If the government’s five tests to end lockdown haven’t been met, then what has changed to make it safe for larger numbers of pupils to go back to school? Is it safe? For teachers? For parents? For children? #COVID19",school_closures,FAVOR,_,_,1259577460057874432
"Really happy to get back to the real classroom today at @islausanne. It will look &amp; feel a little different but will still be filled with the same wonderful people :heart::orange_heart::yellow_heart::green_heart::blue_heart::purple_heart:
.
#Switzerland #teaching #COVID19 #lockdown",school_closures,FAVOR,_,_,1259732466610376704
Will parliament be going back to work before the schools do. Or are they using children as Guinea pigs? I for one would not be sending my children to school on June 1st! #COVID19 #gmb,school_closures,FAVOR,_,_,1259755974514094081
"Our household;
1 adult working from home
1 adult on 12 week isolation 
3 in secondary 
1 in primary 
1 10 week old baby

Is it expected that, with primaries opening, we happily put 7 people at risk by sending one child to school?

#schoolsreopening #COVID19",school_closures,FAVOR,_,_,1259843407566028803
"When schools reopen, will you send your kids right away? With a mask or without? 

My daughter's kindergarten will require a mask. Seems impossible to control safely.

I'm curious how you're making these decisions.

#QuarantineLife #amparenting #SocialDistancing",school_closures,FAVOR,_,_,1259896601092521990
"TBC over coming days &amp; months! Pls @ us w responses &amp;/or images of #children #socialdistancing #schools &amp; also, as they emerge, stories about these new measures as (your) children encounter them and try to make sense of them (if u were going to tweet anyway!). #COVIDー19",school_closures,FAVOR,_,_,1260593921106808834
Are you aged 11-15 years? We are looking for volunteers to complete our short #survey on the impact of #lockdown2020 on #learning #Wellbeing and #Activity. You will have the chance to win a £30 #voucher too through a #prize #draw. Please share! #covid19 #research,school_closures,FAVOR,_,_,1271012633685241857
"Opening schools? 

#auspol #COVID19",school_closures,FAVOR,_,_,1255799629364342784
@RepBrianFitz @usedgov There’s not a single case of a child spreading COVID-19 to adults...,school_closures,FAVOR,_,_,1256021903749386240
"Kids responding to news about coronavirus may sound very conrete, like ""but I cant show my friends my legos!"" This is often the way they express their emotions. We often counter their logic when it doesn't make sense to us. Focus on the emotion behind it.

#NYCoronavirus",school_closures,FAVOR,_,_,1256273379012861954
This Minister if a FW. #insiders #insidersabc #coronavirus #coronavirusaustralia,school_closures,FAVOR,_,_,1256726575476703232
"trump wants schools to open? Oh, so throwing kids under the virus bus is what's ok now? #coronavirus",school_closures,FAVOR,_,_,1257303065050247170
".@NZEITeRiuRoa Stephanie Mills: #COVID19 crisis gave us the opportunity to organise around health &amp; safety issues.
Also, to push for improvements in early childhood #education.",school_closures,FAVOR,_,_,1268464911954448385
"Have you considered what new behaviour policies will look like at schools? What our children will get into trouble for? Going to close to another person, touching, playing too close too each other.  #COVID19 #schoolreopeninguk #uk",school_closures,FAVOR,_,_,1268507895248891904
Panyaza Lesufi says 1 learner and 11 educators have tested positive for COVID-19 in the province.,school_closures,FAVOR,_,_,1268833248408489984
"@YaggieYachi @BostonGlobe @icday2020 Thank you for sharing @YaggieYachi.  Many countries, with #masks #handhygiene and #SocialDistancing, have been able to move ahead with",school_closures,FAVOR,_,_,1269628621033017344
Angie Motsekga: 5% of schools that are not Covid-19 ready will not reopen yet.,school_closures,FAVOR,_,_,1269633996503289857
"That's good by reopening schools but if only one student suffers with coronavirus and other students got, there will be the only mistake of state government",school_closures,FAVOR,_,_,1269828647596232708
"@BBCr4today @SadiqKhan #r4today @BBCr4today, Yet another evidence of arrogant incompetence @10DowningStreet! Our #headteachers &amp; #teachers had more knowledge &amp; experience than #science saying ""This won't work"", but no ""We know better"" came the reply! #coronavirus @JustinOnWeb #Education &amp;",school_closures,FAVOR,_,_,1270237319996596224
[On Air:radio:] Our General Secretary @CedoMadubedube is on @Powerfm987 at 12:05pm to discuss the sustainability of the implemented health and safety measures at schools amidst #COVID19.,school_closures,FAVOR,_,_,1270291670161129472
"@MBuhari Sir, please do well to also direct the Covid-19 Presidential Task to consider the issue of",school_closures,FAVOR,_,_,1270412905075392512
Why is the teachers union allowing their members to go to a workplace that’s unsafe? It could kill them. No one knows when/how this virus will effect them. Why would unions allow that? #COVID19 #covid19australia #teachers,school_closures,FAVOR,_,_,1250260896623935490
Why did it take a footballer to convince the government to provide school meals to children over the summer holidays. It’s sickening how they’ve banged on about getting schools reopen for the vulnerable but happy to let them go hungry for 6 weeks #COVID19 #boris,school_closures,FAVOR,_,_,1272915682821320705
"60% of families in Riverside Unified School District supported f2f instruction for Fall (re:starting mid August) in a poll sent out 2wks ago.
Data shows that the rates of #COVID19 infection have continued to increase in #California. So what exactly has changed?",school_closures,FAVOR,_,_,1272974294574743554
@gorse_ruth @itn Just en route ! Looking forward to meeting you all and thanks from @ITVTonight for inviting us #COVID19,school_closures,FAVOR,_,_,1273182736266809345
Only now #government are mentioning the use &amp; benefits of #VitaminD to date no advice on how boosting #immune systems is crucial #b12 #VitaminC #vitamink #probiotics #health #COVID19 particularly if ever a possible 2nd wave #children 5 a day &amp; #iron #nutrition,school_closures,FAVOR,_,_,1273243470841425921
"no lack of foreseeability there. It's all quite predictable.

#LawTwitter #AcademicTwitter #OSHA #COVID19",school_closures,FAVOR,_,_,1273244333785915394
"I for one refuse to take my kids into a pub or restaurant full of strangers until they are also able to attend their primary school with their classmates, 5 minutes’ walk away",school_closures,FAVOR,_,_,1275887972462854151
Imagine being a kid right now and looking back on your education knowing that you missed half a year of your education. I missed three months when I was in year 9 when I moved from Cornwall to the Midlands and I always felt it.,school_closures,FAVOR,_,_,1276049398745698309
"#Scottish twitter folks!

Anybody know where I could find old #history textbooks used in Scottish #schools in the 40s, 50s, 60s, 70s, 80s?

What were #Scots taught about #history in school?

What materials / textbooks were used?

#Scottishistory #Scotland #education",school_closures,FAVOR,_,_,1276058384098308101
All Pakistan Private Schools Federation president Kashif Mirza demanded the government reopen schools that SOPs had been prepared in this regard to protect students and teachers from coronavirus. He also assured to government for implementation of SOPS.,school_closures,FAVOR,_,_,1276066218559102982
"Utilize the adversity of #Covid_19 as an opportunity - Ms Manika Sharma, Director, The Shri Ram Schools @tsrs_online 
#cii4education #ciidigitalconference",school_closures,FAVOR,_,_,1276073607509078017
"My school teacher lied to me :sweat::sob:

School teacher told me that I have just ""5 senses""
Did you teacher lie to you back in school ? Tweet your reply :point_down:
.#affirmations #lawofattraction #Spirituality #newage #schoolreopening",school_closures,FAVOR,_,_,1276097578602545153
"Reluctantly we need to implement a long overdue price rise to our school visits as from September, in line with prices rising in every other industry #valueyourworth",school_closures,FAVOR,_,_,1276111527570018309
"PENDING ICSE AND ISC EXAMS STAND CANCELLED. CISCE BOARD GIVES NO OPTION FOR REEXAMINATION
#boardexams2020 #CISCE 
#ICSEExams #ISC2020 #parents",school_closures,FAVOR,_,_,1276118539976376320
It's starting to look like the only #COVID19 #SocialDistancing going on in the UK is between teachers and their pupils! Or am I missing something here???,school_closures,FAVOR,_,_,1276206222908235776
Informative session today with @SanfordInspire on reopening schools while focusing on #SEL and #equity. Great to see/hear a familiar face @MrsThompsonCES! Looking forward to the additional webinars coming up in July.,school_closures,FAVOR,_,_,1276216868320284674
"Should schools reopen this fall? Policymakers should consider the following data:

:arrow_right: Kids are not at serious risk from COVID-19
:arrow_right: Kids are not super-spreaders
:arrow_right: Virtual learning has significant drawbacks
:arrow_right: School closures exacerbate educational disparities

#IWed",school_closures,FAVOR,_,_,1276229723941634051
y’all are not ready for this convo what’s the point in school.,school_closures,FAVOR,_,_,1276232524239450114
"IT’S TIME TO GET OUR KIDS BACK TO SCHOOL! 

OR...

IT’S TIME TO VOTE YOU OUT OF OFFICE 

Regression and depression are setting in &amp; hurting our children 

There’s NO science to support keeping schools closed 

@GavinNewsom @realDonaldTrump 
@SDMayorsOffice #kids",school_closures,FAVOR,_,_,1276371738805145601
"It's constant dialogue and surveying parents. ""We're going to get there. We're going to make it work. "" But not until there's a vaccine will schools return to 100% normal, says @NYCMayor",school_closures,FAVOR,_,_,1276525615907311616
"Learnt today that I cannot throw a discus! I was all over the place. Some sports can come naturally to me. Not this one. Do as I say, not as I do. #learning #doasisay #notasido #PE",school_closures,FAVOR,_,_,1276587355193909249
Our school is currently recruiting for the role of School Administrator. Kindly send your resume to hr-manager@teeneetodds.com #jobs #recruitment,school_closures,FAVOR,_,_,1276773263478329344
"@milindrunning Could be lack of discipline . This is not taught in schools unfortunately. Health needs to be a focussed class in each class starting Std.I to PG.

Happiness &amp; Health both needs to ne mentored on .
#happiness #healthcare #fitness #discipline #mentoring",school_closures,FAVOR,_,_,1276778059035635712
"IPN Voyage Diaries

Inaugural session with Mrs. Vanita Uppal,India; Mr Raghav Podar, India and Mr Lee Dabagia, UAE for IPN Voyage: Leading Schools to the New Normal

Join us now

#IPNVoyage #ipnfoundation #ipnindia #newnormal",school_closures,FAVOR,_,_,1276802507063169024
What do we want our schools to look like? And teach our growing kids? :books::tv::office::desert_island::puzzle_piece::guitar::saxophone::drum: If money were  not an issue? #schoolsreopening,school_closures,FAVOR,_,_,1276969652472569856
"Reluctantly we need to implement a long overdue price rise to our school visits as from September, in line with prices rising in every other industry, thus placing justifiable value on our skills, experience, in-depth knowledge &amp; professional service. #valueyourworth",school_closures,FAVOR,_,_,1276983575112540160
"@HS2ltd Total waste of money in the digital age. #zoom, #teams and #skype are the future of business communications post COVID.  #HS2 is a modern version of a #victorian technology @stophs2 @HS2__FACTS @grantshapps @BorisJohnson #StopHS2 spend £150bn on #nhs and",school_closures,FAVOR,_,_,1277000073247932416
"Looking like children will have individual resources in sept...what would you recommend for yr 1? My ideas stationery, phonic mats, high frequency words- mat, 100 square, poss base 10 any other suggestions? TIA #year1 #primary #teaching",school_closures,FAVOR,_,_,1277002947294003200
"Luck is what happens when preparation meets opportunity.— Richard Branson 
#johhanesburg",school_closures,FAVOR,_,_,1277184014437285890
"@7NewsAustralia @sunriseon7 “Schools are safe. I cannot be clearer than that” - @ScottMorrisonMP in the middle of the #coronavirus pandemic. Even with much fewer cases, schools are still not safe :face_with_rolling_eyes: #auspol",school_closures,FAVOR,_,_,1277431789632380928
"One billion for schools ...or each pupil receives a ton of bricks, some mortar, a spirit level, trowel and gets given lunchtime training in civil engineering #gmb #skynews #BBCBreakfast",school_closures,FAVOR,_,_,1277467734163456000
"I want to be excited by the announcement that crumbling schools will be rebuilt - I really do. But I can’t help feeling like it’s just a huge PR spin distraction. If you really cared about schools and education, you’d have invested in them a long time ago",school_closures,FAVOR,_,_,1277470825281617922
"Is it really safe for our children to go back to school when private schools are still closed &amp; offering online learning? Why are non residential private schools still closed if it is safe for the lower end of economic society’s children to back to school:woman_shrugging_light_skin_tone::thinking_face:
 #education",school_closures,FAVOR,_,_,1277506423283503104
So Gavin Williamson has said there will clarity at the end of this week on what the Autumn Term will actually look like. Incl. 2m down to 1m. #september,school_closures,FAVOR,_,_,1277509285900177408
@GavinWilliamson @BBCBreakfast Wholly unreassured by you this morning. Bubbles don’t protect children or their families they just make it easier for you to track and isolate those who catch it but by then it’s too late for those kids and their families.,school_closures,FAVOR,_,_,1277516699357646849
"Good morning, @Damasq will continue to support in linking with available services, communication support, regular update on covid-19 guidlines.
Our focus this week on school and challanges face parents and carers.
#COVID19",school_closures,FAVOR,_,_,1277516998243647488
"@GavinWilliamson @BBCBreakfast you talk about no social distancing, just reducing vectors for disease in schools well in autumn with closed windows and a 50 minute lesson all that’s irrelevant when an infected kid coughs in the classroom my daughter is sharing.",school_closures,FAVOR,_,_,1277517669198188544
@louiseminchin why didn’t you ask @GavinWilliamson whether the govt are worried about children being deregistered en masse if their measures are not deemed safe enough by parents to send their children in and the govt. threaten to prosecute them?,school_closures,FAVOR,_,_,1277519533742460928
"@mrjamesob Their own publicity campaign stated. 'Anyone can catch the virus anyone, can pass it on'..",school_closures,FAVOR,_,_,1277535690654453760
You're gonna fine millions of parents for protecting their families?! How about f*ck right off?! Watch Deregistration rates soar.,school_closures,FAVOR,_,_,1277582738967670785
"More dithering and delay tactics from @GavinWilliamson on @BBCBreakfast about govt approach to ensuring all pupils can return safely in Sept ""  unacceptable procrastination and no sign of clarity for schools and parents..",school_closures,FAVOR,_,_,1277588594421633025
‘Whole year bubble’? Ie no bubble,school_closures,FAVOR,_,_,1277598970202796034
I bet the #brexit fools believe every word #MichaelGove says about building schools without realising the same man cancelled the Building Schools programme 10 years ago... maybe all those drugs have muddled his memory....,school_closures,FAVOR,_,_,1277622748072808449
@bbclaurak Massive issues here with yr10 and 12 pupils. How can exam boards ensure parity when not all schools close @GavinWilliamson #leicesterlockdown #schoolreopeninguk,school_closures,FAVOR,_,_,1277698592887787522
"@GavinWilliamson That is laughable. :joy: A bit like the fact that you are able to keep your job, after the shambles you have presided over in the @educationgovuk.",school_closures,FAVOR,_,_,1277846422424031232
"The concept of green schools is intriguing.

Growing up, my school used all of its physical attributes to teach us about nature. But this stopped after the 5th grade, when everything became bookish.

Have you had lessons in gardens and under trees?

#nature #teaching",school_closures,FAVOR,_,_,1277864659136077824
"The talk of ""relaxing planning regulations"" to push through infrastructure agenda with no talk of sustainability is really troubling. It's not recovery OR sustainability. We must do both. Don't be distracted by big, shiny gestures. 

#borishasfailedtheuk #ukhousing",school_closures,FAVOR,_,_,1277943793145262082
@AUG_Chronicle Richmond County School System will release its proposed reopening plan for next year tonight June 30. Tune in to our Facebook for the live coverage. #RichmondCountySchools #Augusta #COVID19,school_closures,FAVOR,_,_,1278029569652666378
"Please share links to current information on the percentage of public schools/private schools/charter schools in the US that have NO full-time nurse(s) on-site? This will be key safely re-opening schools? Who will monitor for COVID?

#COVIDー19 #nurse #schoolsreopening",school_closures,FAVOR,_,_,1278092044007870465
"@CrispyyJuless As a mother of 4, I do too. We must reopen schools normally! No distancing, no masks, no isolation from cafeterias, PE, recess, extracurricular activities! It is wrong &amp; selfish to allow the powerful teachers unions to arbitrarily decide this! #ReopeningSchools",school_closures,FAVOR,_,_,1278198636460064770
"instructions are being met with ok mummy rather than a meltdown,shes going to school for the last 2 weeks of the school year from my point of view its for social reasons,mine as well as a lot I've read seem to be doing way better at home going at their own pace 
#Autism",school_closures,FAVOR,_,_,1278223070944202752
"@Keir_Starmer But we didn't build Nightingale Hospitals; we used existing buildings and then had nobody to staff them. 

Most schools don't have the space for temporary classrooms &amp; certainly don't have spare teachers or the funds to employ them.",school_closures,FAVOR,_,_,1278229087924912128
"Yeah, trade unions, stop bossing my child around  :upside__down_face:#PMQs",school_closures,FAVOR,_,_,1278286288706244611
"#PMQs The great all mighty #BorisJohnson aka @10DowningStreet @BorisJohnson in his usual tone and ""I defy everything"" pondering to his base, ""...I will not be bullied by the teacher unions..."" #blesshislittlesocks #Covid19UK #education",school_closures,FAVOR,_,_,1278286627329257472
@LionelMedia There’s always Chaos where God is not invited . God is love and peace,school_closures,FAVOR,_,_,1278319992824565773
"Opening up things in Florida citing concerns about the economy is like putting down your parents instead of putting them in a nursing home so you can afford to go skiing. Thank you @GovRonDeSantis for your service.
#coronavirus",school_closures,FAVOR,_,_,1278366313694605313
Have we thought through the “classes will stay with the same #teacher all day” part. Like we already can’t pee and barely get breaks. How does everyone imagine that working? Like will this be a don’t drink any liquids from 8 to 3 kinda thing? #covid #reopening,school_closures,FAVOR,_,_,1278489368143867905
"2/2

At this point, no approach will be perfect, but we have to move forward with the best Health and Welfare outcomes of everyone, children, families, adults of all ages. 

#covidusa 
#COVID19 #schoolreopening #SchoolSafety",school_closures,FAVOR,_,_,1278532454551339008
"#80 Quiz of The Day

Q. Which state government has launched 'Hamara GharHamara Vidyalaya' campaign?

a) Kerala
b) Tamil Nadu
c) Madhya Pradesh
d) Odisha
Cmt Ur Ans!!

#78 Ans: (a) ICICI Bank
#naukriconnect #quizzes #currentaffairs #thursdaymorning #thursdayvibes",school_closures,FAVOR,_,_,1278555150710272001
This is me as a parent not a teacher. My kids have been amazing in lockdown as have their schools BUT I will have massive issues if I am sending them back to wall to wall core subjects. They need creative subjects too.  #broadandbalanced,school_closures,FAVOR,_,_,1278591453921513472
"@kathybrowne62 @k_rigas if middle #leadership includes HTs in secondary schools
then this attention, upskilling, resourcing, support etc 
is timely,and likely waaaaaay overdue 
teaching load needs reduction to enable lead learn, teach roles
#nswpol #education",school_closures,FAVOR,_,_,1278593193014001665
@NCDCgov @Fmohnigeria @DrEOEhanire @nmanigeria @AMLSNNational @NOA_Nigeria @FMICNigeria @PTFCOVID19 Pls tell @MBuhari and @LaiMohammed2 @LaiMohammed1 that we no longer give a damn about these figures you people are giving us. Reopen schools abeg #COVID__19,school_closures,FAVOR,_,_,1278608465058029568
"Just listening to #FrankSpencer the #Education Secretary on @LBC, I missed the first few seconds, what was he apologise for?     #Covid19UK #coronavirus",school_closures,FAVOR,_,_,1278642701446131714
Why is Williamson reading it out like he's never read it before?,school_closures,FAVOR,_,_,1278642803912986624
Is this the best Gov has @GavinWilliamson ? After near 4 months your school plan is scrap social distancing &amp; have a whole class bubble because you can’t think of anything else? It’s gone from staying safe to creating hubs of children Who could carry this &amp; transmit it,school_closures,FAVOR,_,_,1278642836502654976
#gavinwilliamson will not tell me when it is safe for my daughter to go back to school. If the spike hit that is predicted I will not be sending her back because your government has done such a dreadful job with #COVID why should we listen now? #schoolreopeninguk,school_closures,FAVOR,_,_,1278643029046370304
Covid ketchup funding?,school_closures,FAVOR,_,_,1278643241240403970
I am still listening to that useless berk Gavin Williamson . Oh for a minister who can pronounce our glorious language ... can his aides do some phonetics with him ... ??,school_closures,FAVOR,_,_,1278644230601281536
"As a shielding teacher who has received guidance to say I can return to work as long as social distancing can be maintained, after 1st Aug what happens to me in September??? #shielding #lockdown #education",school_closures,FAVOR,_,_,1278647481048457216
@BBCRadioScot get this ridiculous extra school hours day away tae.... nonsense idea!,school_closures,FAVOR,_,_,1278649736141160452
"""The two biggest threats @DBE_SA is facing is i) lost teaching time and ii) #economic decline which has led to a significant reduction in #learner spend."" @stephengstaylor #education",school_closures,FAVOR,_,_,1278651329485905926
How rude! @GavinWilliamson said to the Commons that sadly Burgon wasn’t on mute. Not addressed by the Deputy Speaker. The standards of the Speakers are so weak now,school_closures,FAVOR,_,_,1278654312495841280
So the government is sending more teachers back to school. The people who earn such low wages for educating the masses. This is beyond dumb. Teachers and children will die from this virus and it will be the governments fault.,school_closures,FAVOR,_,_,1280172587692306433
@TundeEddnut Yea hot 15.,school_closures,FAVOR,_,_,1280179081359785987
I reckon the schools should double the fee if teachers are supposed to take classes for the students and their parents! #lockdown #SchoolFees,school_closures,FAVOR,_,_,1280182058237562882
Today we welcomed back our Grade 6 learners. Thank you to everyone for your continuous support in these challenging times.,school_closures,FAVOR,_,_,1280206066194747393
@realDonaldTrump #NoMasks without being forced to wear a #mask at,school_closures,FAVOR,_,_,1280210502107496449
"#poll time.

Today Donald Trump tweeted that schools need to open in the fall. Do you agree with @AlexBerenson and others who have been advocating for the 100% normal reopening of schools? #covid19 #election2020 #donaldtrump #SchoolReopening #schoolsreopening #school",school_closures,FAVOR,_,_,1280237250509303808
@realDonaldTrump :speaking_head_in_silhouette::speaking_head_in_silhouette::speaking_head_in_silhouette:Then get them better funding so they can easily implement social distancing guidelines suggested by the CDC!!! #COVIDIOT  #Barron #AmericaOrTrump #COVID19,school_closures,FAVOR,_,_,1280244443128295425
@realDonaldTrump I’m NOT sending MY son to school if this is still happening in the fall cuz U are incompetent to deal with this virus!! Send Your own son Barron to school! Wonder what @FLOTUS thinks about her child going to school?,school_closures,FAVOR,_,_,1280254372417540097
"Hoping that schools will reopen this fall and bring back students in person. Social aspect of school is extremely important. Of course, will need to find ways to protect vulnerable teachers/household members. Educators perform an essential service. #COVIDー19",school_closures,FAVOR,_,_,1280281194114895872
"So they’re pretty much banking on no one getting sick. Good plan, #SFUSD.",school_closures,FAVOR,_,_,1280283581261070338
@realDonaldTrump You willing to risk sending Barron to a public school this fall? I thought not.  But you'll risk other kids and their teachers. #schoolsreopening #covid19,school_closures,FAVOR,_,_,1280290015805726722
Why is everyone saying this is safe for children? Not all children have strong immune systems...,school_closures,FAVOR,_,_,1280290460368543746
