20200627	0	Exactly!  More testing equals more cases. The media fear porn is off the charts.   The correct measure is hospitalizations & death rate which are way down from the peak.  Most people who get covid19 have little to no symptoms.   We need to stop the inasankty & #OPENAMERICANOW
20200627	0	So Closing schools Social distancing Masks Plexiglass at the Grover Locking down business Stay home stay safe  Didn't work  #OPENAMERICANOW
20200627	2	You’re falling for the trap that democrats & the media are laying.   Stop pretening that you are open. Be bold & #OPENAMERICANOW
20200628	0	I’m sure these protest have nothing to do with the rise in Covid cases!! 6 foot rule must have been cancelled for the protesters!! Lmao #OPENAMERICANOW
20200628	0	Not going to be a second wave if it's been here since midway through 2019 pal.   When are the Great British public going to realize that and demand their rights back?  #endthelockdown
20200628	0	This #COVID19 #pandemic response is RIDICULOUS! Stores have u lined up outside & inside close, can’t try clothes on. This is not about logic & safety. Its about cobtrol & seeing how much people will comply with radical change. #endthelockdown
20200628	2	#DougDucey @dougducey @drcarachrist "doctor" @kelliwardaz @SenMcSallyAZ @AZGOP #Republicans totally failed #Arizona on #covid19. People will die because they B.S.'d people and fed the #hoax & "wearing a mask in anti-trump" crap. Disgusting. Immoral.   #WearAMask #StaySafeStayHome
20200628	2	Fabulous. Work that herd immunity. #OPENAMERICANOW
20200628	2	Going to miss #NovaScotia this summer  due to #Covid, Hubby & I visit every summer , stay a month with family members in #ColeHarbour #BelliveausCove #Tusket & do day trips. #StaySafeStayHome
20200628	2	Haha no bother deflect  people/person, the point is someone has lost their life. Shame on you, the mudslinging trouble maker that you are. I will however forgive you. #StaySafeStayHome
20200628	2	Nope! #StaySafeStayHome
20200628	2	The only people who understand shielding are the shielded. #StaySafeStayHome
20200628	2	We are about to hit 10 million cases of #coronavirus globally. #StaySafeStayHome
20200629	1	#MaskUp #PhysicalDistancing  or it’s back to #StaySafeStayHome
20200629	1	Covid19 is real. I just lost cousing brother now. #StaySafeStayHome
20200629	1	My new mantra:   "Better safe than covid!"    #Covid19 #socialdistancing #mantra #StaySafeStayHome
20200629	2	.@GovAbbott Local officials like @JudgeClayJ know what is best for Dallas. #StaySafeStayHome
20200629	2	And also bring them inside #SaferAtHome
20200629	2	Anita baker @IchabaLAVISH  On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200629	2	Shopping today, card machines timing out regularly for multiple independent shops. Don't know about the big multi nationals, as we avoid them as much as possible. #KBF #EndThisNightmare #endthelockdown
20200629	2	That was just an art shot. They are #SaferAtHome
20200629	2	Today is my.. not doing anything day. Catch up on some reading... and golf on the TV. #BoringSunday #SaferAtHome
20200629	2	Trinity @MI_Abaga   On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200629	2	We can't actually celebrate, work, or reach even a fraction of our potential under your petty communist regime. Talk about tone deaf!  #TrudeauMustGo #endthelockdown
20200629	2	What’s with you’all never learning the lesson of jumping to conclusions. The dog pile thing is really ugly. You might want to work on that. This is just the beginning of folks losing it. We best have some empathy for the tragic back story we know nothing about  #ReOpenAmerica
20200630	0	"Unforseen" If Covid19 was as deadly as reported then Vancouver's East Van should have been hit hard. You have thousands of homeless/drug users, and they didn't give a shit about social distancing, yet did one of them die? #endthelockdown
20200630	0	Any chance you can get @realDonaldTrump @WhiteHouse @PressSec @GovRonDeSantis @GregAbbott_TX to understand this & not lock us down again. "I'll take how to lose a reelection for $1,000, Alex." #SuppressTheVote #OPENAMERICANOW
20200630	0	I think ‘basic due diligence’ left the room a long time ago before it could be applied to the Imperial virus model that was used to imprison the entire country! #endthelockdown
20200630	0	Lmao What a Joke! I’ve worked everyday all over Southern Ontario. I Never got sick. I dont know anyone who got covid never mind died from it.#endthelockdown
20200630	0	Open bars! Open sports! Open schools! I’m a high school teacher & we could talk about opening schools if wehave some of these measures in place. But since we don’t/ can’t/ won’t I believe that my students & colleagues are #SaferAtHome
20200630	1	#dougducey @dougducey @drcarachrist pander to #trump and extreme right  - "doctor" @kelliwardaz @AZGOP @SenMcSallyAZ @RepDLesko @RepDavid instead of protecting #Arizona #publichealth. #Covid19.  #GOP #Republican deaths.  #WearAMask #WearAMaskSaveALife #StaySafeStayHome
20200630	1	He is one of my heroes of the T’Rump era! #WearAMask #StaySafeStayHome
20200630	1	Lot of talk about wearing masks, but not nearly enough about STAYING HOME. Know where you don’t have to wear a mask? In your home. #pleasestayhome #SaferAtHome
20200630	2	@GrandadJohn5 Good news that County cricket is starting up but no news on recreational cricket the cut off point for our league is August 8th after that only friendlies or right off the season  #StaySafeStayHome
20200630	2	Can you do the work @duttypaul    On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200630	2	Dairy products, vegetables , Fruits , Dry fruits ,  Species , Meat , Egg ,  Household cares soap, oil , powder , brush paste  Personal and baby care  Hey sab Diwali tak arrange karo  We will #StaySafeStayHome
20200630	2	Mistakes are a part of being human. Appreciate your mistakes for what they are: precious life lessons that can only be learned the hard way.      #goodmorning #StaySafeStayHome
20200630	2	Personally @burnaboy @Vybz_Kartel   On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200630	2	Temperature @yemialadee   On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200630	2	There is only one happiness in life To love and to be loved #StaySafeStayHome
20200630	2	This is the time to #OPENAMERICANOW
20200630	2	Translation: Grandma touched her face after opening a door. Grandma didn't wash her hands. Grandma had a pre existing condition.  Why wasn't Grandma social distancing?  FEAR IS NOT A VIRTUE   #OPENAMERICANOW
20200701	0	Data is all flawed!!! Nothing should be closed anymore #OPENAMERICANOW
20200701	0	If the citizens let it happen, they deserve what they get. Protest this tyranny. What are they going to do? Arrest you all? Fine you? Who is going to enforce this? LE being de-funded?  Inconsistent treatment under the law is b.s. #PROTEST for Independence #OPENAMERICANOW
20200701	0	In last week, 2 of my family have been made redundant and 1 has attempted suicide. #endthelockdownuk #EndTheNightmare #endthelockdown
20200701	0	Let's challenge all business owners across our beautiful country to open their business on Independence Day. What better way to celebrate our FREEDOM! RT #IndependenceDay #Freedom #OPENAMERICANOW
20200701	0	The gym owner is right. Why not close everything if things are that bad? This has to stop. #ReopenAmericaNow
20200701	0	The worst pandemic that's affecting society right now is stupidity.  #Plandemic #ArrestBillGates #endthelockdown
20200701	0	We cannot go back to hardlockdown, more businesses will close forever #endthelockdown
20200701	0	What about drinking while driving?  The smart #WuhanCoronavirus is not infectious around cars.  The government asked for #15DaysToStopTheSpread, which is going into its fourth month.  The government has had seven months to isolate this thing. #Fail #ReopenAmerica #EndTheShutdown
20200701	0	YES & More testing equals more cases. Most new cases have little or no symptoms.   Number of cases is a joke.   The only measure that matters is number of deaths.   New data from the CDC states the Survival rate is now 99.7%   #OPENAMERICANOW
20200701	0	as the Furlough scheme starts to change and reality of this mess start to hit home   people starting to think    did as I was told and stayed in   spent all my savings  now I have lost my job / home    and I dont even know anyone who had this killer plague   #endthelockdown
20200701	0	very few Coronavirus patients and they ARE NOT intubating in the hallways. We need to help shut this baloney #fearmongering down. We don't need press conferences with #fakeFauci flip-flopping and contradicting. It is time to step up and out. #OPENAMERICANOW
20200701	1	#Florida @GovRonDeSantis is an irresponsible nut job.   #Covid19 #WearAMask #StaySafeStayHome
20200701	1	40,000 new cases a day. Shut it down,now. All of it,period. Can we learn from Europe,Italy. Well, I guess the lack of self discipline in this country is the difference? This is war against a virus not each other. Just do it, #ShelterInPlace #COVID19Pandemic #SaferAtHome
20200701	2	Dey alright @IamVenox   On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Don't call me back @joeboyofficial On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Dumebi remix @heisrema  On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Gbas gbos @fireboydml   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Great job, Senator! #OPENAMERICANOW
20200701	2	Happy anniversary! This year, it's also my 29th wedding anniversary1991 was a great year!!! Great idea moules-frites (special dish here in Belgium) I wish you both many more years of happiness together.#StaySafeStayHome
20200701	2	Ibile @lilkeshofficial  On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Oh wait - the Governor has extended the electromic meetings allowance to the end of August (a week after saying it would not be extended)!  A bit more time working #SaferAtHome
20200701	2	Party next door @TeniEntertainer On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Stop Government handouts. #OPENAMERICANOW
20200701	2	Thankful @wizkidayo @blaqjerzee  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	Time bomb @samini_dagaati @wizkidayo On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200701	2	What did you expect them to do? This gvt does not care about their people #endthelockdown
20200702	0	450,000 people are dead per year in the United States alone due to cigarette use.   Where's big government?   Why am I allowed to smoke, but not allowed to fully run a business?   Take off the handcuffs.   @GovMikeDeWine @realDonaldTrump #OPENAMERICANOW
20200702	0	Now that the data is being extrapolated, it is estimated that over 25 million people have had the virus.   The survival rate is now around 99.7%.   We need to end this foolishness & #OPENAMERICANOW
20200702	0	The silent majority better speak the F up soon. This shit is getting old! I’m over it. I’m sick of the NWO being pushed down our throats. I’m sick of the lies and the tyrannical governors. #VoteRedToSaveAmerica2020 #ArrestBillGates #ArrestSoros #ArrestFauci #OPENAMERICANOW
20200702	1	@SenMcSallyAZ HAS FAILED #Arizona #ArizonaCovid19 #MaskItOrCasket #WearAMask #StaySafeStayHome
20200702	2	Flawless @IamDrSID @koredebello On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200702	2	Guarante dey @chuvano On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200702	2	Soweto baby @DjMaphorisa @wizkidayo On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200702	2	We understand. It's how you play too in the @TheKenyaCup . #StaySafeStayHome
20200702	2	Yep!  #CDC screwed up big time... #OPENAMERICANOW
20200706	1	Can @NAkufoAddo please lockdown. At this point it is the right call! #LockdownNow
20200707	0	How many more small businesses are we going to let go under? We can only go on for so long......  #COVID19 #coronavirus #COVIDー19 #OPENAMERICANOW
20200707	0	What are the odds this changes completely on November 4, 2020? #COVID19 #panicporn #covidscare #OPENAMERICANOW
20200707	1	Our responsibility towards our country is to prevent the further spreading of Coronavirus and maintain our health security.  #We_All_Return_Cautiously #we_are_all_responsible #StaySafeStayHome
20200707	1	Why are you encouraging people to "visit" Long Beach during a pandemic? #COVIDー19 #StayAtHome #SaferAtHome
20200707	2	Abiding by the health protocols and taking safety measures, DC @VarinderIAS, Sanyam Agarwal, ADC Jagraon, SDM Khanna, Civil Surgeon & staff of DPRO #Ludhiana have been gone under #quarantine for some days. Thankfully we are not symptomatic. #StaySafeStayHome
20200707	2	Bless my way @Evayungofficial @erigganewmoney #reggaedan On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200707	2	Donald Trump is trying to kill the black people so that we can't vote his sorry ass out of office..   #StaySafeStayHome
20200707	2	Get well soon amma becouse your health is our wealth. #StaySafeStayHome
20200707	2	It is all about cases for @ABC @CBSNews @NBCNews @CNN not deaths. Deaths are down. That’s good news!!! #OPENAMERICANOW
20200707	2	Pls adopt me lovers do not fall for all these adopt me scams like trust trade, fail trade etc. I just got scammed today for my only robux pet  pls dont fall for the scams. #StaySafeStayHome
20200707	2	SHUT UP!! #ImpeachedForLife #BunkerBoy #crybaby #canadahatesyou #StaySafeStayHome
20200707	2	Very smart @JustinTrudeau — it’s highly infected with #Covid19 #StaySafeStayHome
20200708	0	if I visited Tescos bearing in mind its inside ,no social distancing ,no masks,no record of visitors  then got home and tested postive for #COVID19 rang them to inform them would they have to shut the store ??   another crazy set of double standards, list goes on  #endthelockdown
20200708	1	Am I the only one thinking this was stupid and very risky. You were doing so well Rob by #stayathome #StayAtHomeSaveLives
20200708	1	I understand as social creatures we NEED to see each other IRL, but at what cost? How many more could die of #COVID19 if we send our kids to a building w/thousands of other people? #WeAreTPS #SaferAtHome
20200708	2	#PmGrooveWithTeddy @Teddiizzle @TeamTeddiizzle @dfreshyall #NowPlayingOnStarFM - can I deep end on your love @kuebounce #Teaseday #isstarfmbabey #ghostinnovations #TuneIn #Teddiizzle #StaySafeStayHome
20200708	2	#TheLounge with deejayfoxy Np  diamond @iam_remicrown @pheelzmrproducer @OBAKSOLO @ayoola_danny deejayfoxyone  #RaypowerNigeria #StaySafeStayHome
20200708	2	#TheLounge with deejayfoxy Np organic  synchro jazz  @KolaOgunkoya deejayfoxyone @sollazo1 #RaypowerNigeria #StaySafeStayHome
20200708	2	#TheLounge with deejayfoxy Np ori mi  @theprofessor_ng deejayfoxyone @sollazo1 #RaypowerNigeria #StaySafeStayHome
20200708	2	Good morning my lovely friend   @tiaremarz   Your always welcome  #StaySafeStayHome
20200708	2	Hawahoo @iamSlimCase   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Love riddim remix @Rotimi @akon On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Message to #BorisJohnson  in a country that is so divided on issues from Brexit now spilling over into this #COVID19  fiasco  just try introducing compulsory mask wearing and watch the civil war on the streets start  #endthelockdown
20200708	2	Nobody @deejayneptune @joeboyofficial @mreazi  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Oringo @2niteFlavour    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Pull up @ReekadoBanks  On #Totorimuzik @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Soft work @falzthebahdguy    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Sudden @alhajitekno   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	Suffer head @mreazi @official2baba  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200708	2	TY  Sheila for your kindness in including me. #ResisterFamily #StaySafeStayHome
20200708	2	The plan in Iowa and other states run by Republicans was never to save people’s lives, it was to ensure there were enough hospital beds to take care of the sick and dying. 105,094 cases in AZ with 1,927 dead. Doubled in two weeks. #WearADamnMask #StaySafeStayHome
20200708	2	bizarrely the #msm making no effort to identify the slags and, one suspects, homosexual ‘bottoms’ who let security staff pork them while  in quarantine; thereby spreading the virus. name ‘em. shame ‘em. #auspol #andrews #endthelockdown
20200708	2	╰❥☼˚♡@gb_iqbal786 ♡  ⎠hi dear friend  ╰❥ ♡good afternoon sweet  #StaySafeStayHome
20200709	1	Brother we ourselves are as much responsible for our health n wellbeing. We should follow all the guidelines wear face Masks and do our bit in this fight against Covid19. #StaySafeStayHome
20200709	1	Protecting the vulnerable is a big part of the plumeting of death rates.   #OPENAMERICANOW
20200709	1	We are all staring at Covid 19 as climate change continues to wreak havoc.   We must even survive if we want to save the planet  so #StayAtHome.   #ClimateChange #StayAtHomeSaveLives
20200709	2	After looking at the hordes on the Mornington Pier today if there weren't any cases more than likely will be soon  #IStandWithDan #StayAtHomeSaveLives
20200709	2	Every 4 min 22 sec.... I counted. #OPENAMERICANOW
20200709	2	God doesn't make house calls?!? #StaySafeStayHome
20200709	2	Trump actually doesn't have the power to cut funding to schools . Just another on of those fun facts one would learn in the fourth year of their term .   #RestInPeace #ReOpenAmerica
20200709	2	Your backyard #StayAtHomeSaveLives
20200710	0	#walgreens #BedBathandBeyond all slated for store closures. I knew many corporations would not survive these virus closings. #OPENAMERICANOW
20200710	0	Business's are fighting to remain solvent & keep their staff employed. Millions out of work.  You don't care about Canadians well being.  I thought we just needed 15 days to slow the crub? #endthelockdown
20200710	0	I don’t think the pubs need to be open. I don’t think the gyms need to be open. I don’t think sunbeds need to be open. And I don’t think hairdressers need to be open. but I’m turning 40 soon & my hairline is needing attention. I could however do it myself... #StayAtHomeSaveLives
20200710	0	I hate the fact I can’t take my daughter out and live a normal childhood  Hopefully COVID goes away! #StayAtHomeSaveLives
20200710	0	If the masks are so effective then why are we having a debate on reopening schools and businesses???? One flies in the face of the other, does it not?? #DoubleSpeak #OpenSchools #OPENAMERICANOW
20200710	0	Morning @BorisJohnson. Have you done with totally fucking up our  country yet? Just looking at the share prices for confirmation. #medicaltyranny #endthelockdown
20200710	0	No more shutdowns. Let us make our own choices... #OpenSchools #returntowork #OPENAMERICANOW
20200710	0	Say it with me: Covid CASES are NOT Covid DEATHS!! #StopLivingInFear #Logic #UseYourBrain #Sheeple #OPENAMERICANOW
20200710	0	When the hell did "let's pause for 2 weeks" evolve into 100+ days of absolute idiocracy and ruining our economy?  99.9% of the people who contract #KungFluHoax recover. The media and #FauciIsAFraud have been lying for almost 4 months!!! #OPENAMERICANOW
20200710	1	#IStandWithDan he is doing a great job to get us through this lockdown, we all need to support @DanielAndrewsMP in our actions now #StayAtHomeSaveLives
20200710	1	@dougducey Your non-action is killing people. You own the numbers we have in Arizona.What is wrong with you? Put the Stay At Home order back. #SaferAtHome
20200710	1	If the government is not ready to #lockdown this country. You have to lock yourself in your room if you value your life   #JustSaying #Just4Covid_19 #StaySafe #StayAtHome #StayAtHomeSaveLives
20200710	2	#Thankx yall! Hope ur all #SaferAtHome
20200710	2	@GovernorBullock and Lt. Governor Cooney going all in with their Agenda for Montana.  Welfare with a Capital W.   Sixteen years of Democrats in power and we got no jobs and stagnant wages.  Vote GOP. Vote Right and Red. #mtpol #MontanaFirst #endthelockdown
20200710	2	@premierleague Aston Villa 0-3 Man United FT... #HappinessContinues Thanks guys #ManUnited4Life #StayAtHomeSaveLives
20200710	2	I agree with you and am in California also. #StaySafeStayHome
20200710	2	The science says #OPENAMERICANOW
20200710	2	Though it’s ridiculous to only play conference games as it doesn’t solve anything, I rather have that than no College Football at all. #PlayTheGames #OPENAMERICANOW
20200710	2	Time to mask up Melbournians. #COVID19Vic #StaySafe #StayAtHomeSaveLives
20200711	0	He got pneumonia. Which is still a real, actual disease that kills people. But we've never shut the country down to stop pneumonia. #OPENAMERICANOW
20200711	1	Do something about it and save FL citizens.  We need a #StayAtHome order yesterday!!    #COVIDIDIOTS #COVID19 #StayAtHomeSaveLives
20200711	1	We are supplied and are well. #WearAMaskSaveALife #WashYourHands #StayHome #StaySafeStayHome
20200711	2	Baby @joeboyofficial     On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Banging @iamdjttb @iRuntown @phynofino  On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Beamer @heisrema  On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Broken window theory... Its criminal damage. Don't commit criminal damage and you wont get arrested. Simple. #StayAtHomeSaveLives
20200711	2	Came to know abt ur accident brother @soamjena Get well soon. Wishing for a speedy recovery and waiting for the lovable videos. #StaySafeStayHome
20200711	2	Come to me @Diddy @NicoleScherzy On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Ease your mind @wizkidayo @kelpvibes On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Fever @smash_bracket @vast_bracket   On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Gbona @burnaboy    On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	God can bless anybody @Mr2kayy  On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	God of men @AreaFada1 @falzthebahdguy On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Green light riddim @davido   On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Happy Birthday Sabreena  Wish you have a good day though it's Corona out.. #happybirthdaysabreena #StaySafeStayHome
20200711	2	Hey stranger @ReekadoBanks    On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
20200711	2	Love nwantiti remix @ckay_yo @joeboyofficial @KuamiEugene On #trendmuzikblast @Djitchyfingazz #spinning LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO #StaySafeStayHome
