Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"I’m not his greatest fan, but If @sadiqKhan is the only one prepared to protect Londoners and therefore the wider population, then make him Prime Minister now. 

#CoronaVirus #Covid_19",face_masks,FAVOR,_,_,1251620734620794881
why can't we forget about masks like we forgot about the economy in one night #COVID19,face_masks,AGAINST,_,_,1270601282286477312
"@Fareway_Stores Why are none of your employees wearing masks? I'm not shopping anywhere that doesn't care enough about me to keep their employees from spraying me with #COVID19 when they breathe. 
#MasksForAll",face_masks,FAVOR,_,_,1260980288286527490
"Isn't it discrimination for private companies, city, state or federal agencies to deny entry to buildings for people unable to wear a mask due to medical conditions? A violation of HIPPA and ADA? #COVID19 @ALPublicHealth #WearAMask #NoMaskNoService",face_masks,AGAINST,_,_,1270822483806031872
"@HawaiiDelilah If they don't respect common sense regulations, they can just drag their dying dumb asses into their own beds when they get sick. SANE people don't do stupid shit like this. Practice #SocialDistancing &amp;",face_masks,FAVOR,_,_,1261074083229417473
@DailyCaller The players are all Frauds. Slavery still going on today in Africa and you never hear about it. Like they live In some terrible place. These over paid athletes live in the best country in the world. @MLB @NFL @NBA let their leagues die due to the #COVID19 SCAM,face_masks,AGAINST,_,_,1271148004637118465
"When we give up our #freedoms for safety, remember... it's not really safety, its the illusion of it...
#StayAtHomeSaveLives #SocialDistancing",face_masks,FAVOR,_,_,1258878362115661824
"@NYCMayorsOffice @nyc311 @NYPDShea how is this ok?? :rage:
81st Road, between Woodhaven and 88th St. Glendale, Queens
#notok #SocialDistancing",face_masks,AGAINST,_,_,1256659695990902784
All I want to do is protect myself and my family. Sorry you are so scared of a mask and gloves. Y’all think Covid is fake because you cannot see it. SMH #PPE #COVID19,face_masks,FAVOR,_,_,1258925496840192000
:man_raising_hand_medium_skin_tone: raise your hand if you don’t give a fuck about the #corona #virus at this point! #ChinaVirus #ChineseVirus #OPENAMERICANOW,face_masks,AGAINST,_,_,1256800008554246145
"“If 80% of Americans Wore Masks, COVID-19 Infections Would Plummet, New Study Says” from @VanityFair article. Please wear a mask to protect each other.",face_masks,FAVOR,_,_,1258929640497963008
@RealCandaceO how can we find out what the current #suiciderate is in America? I’m worried that it may exceed the #deathrate of The #corona #Virus,face_masks,AGAINST,_,_,1257005063949758465
"How is it that on May 8, 2020, people still show up at public places stating, ""No"" when asked if they have a mask before entering? COVID-19 IS REAL PEOPLE!!! Even the damn emoji has a mask...and that shit was on my keyboard pre-COVID!!:mask::mask: Damn idiots.",face_masks,FAVOR,_,_,1258935396618158083
@GovMikeDeWine You don't know the meaning of truth and openness. #impeachDeWine #fireacton #OpenOhioNow #COVID19 #stopthelies,face_masks,AGAINST,_,_,1257867310293037056
"@jimmykimmel @VP What is true was, now that we know his aide Katie Miller is Covid-19 positive, is that he could have been a covid-19 carrier that whole time and he was not wearing a mask, therefore exposing all of those people and the boxes to the virus.",face_masks,FAVOR,_,_,1258940575543418880
"You can have Coronavirus and not know it. You may have not symptoms, but still be contagious. The masks are to protect others, and by protecting others, we reduce the demand on our hospitals. So wear the damn masks! #WearMask #COVID19 #WearMasks",face_masks,AGAINST,_,_,1258045724287254530
"@TexasDSHS Although I disagree with your governor's decision to reopen the economy too early, I appreciate your trying to warn citizens of the dangers of #COVID19. I'm here for the summer and I've only seen one mask so far and no #SocialDistancing . #StayHomeSaveLives",face_masks,FAVOR,_,_,1259139516574679040
Mel Gibson WARNED us #Plandemic #COVID19 #NWO #5GKILLS #BillGatesVirus #ID2020 #FemaCamps #ForcedVaccines #Cannibalism #HumanMeat #TransHumanism #AI #Robots #BubbleBoy #Luciferians #satanism #PiZZagate :pizza: #adrenochrome #Slavery,face_masks,AGAINST,_,_,1258085414939680768
Please cont #SocialDistancing and help flatten and stop #coronavirus so @WhiteHouse @JustinTrudeau @fordnation  can open up transborder flights and my wife (#Toronto )  and I (#California)  can finally see each other again.  :smiley: #Covid_19,face_masks,FAVOR,_,_,1259252036563951616
Apparently #coronavirus flees from LEOs.,face_masks,AGAINST,_,_,1268312255105568772
Members of the w.h. are self quarantining due to those affected.  Now what? #COVID19 #Covid_19 #COVIDIOT,face_masks,FAVOR,_,_,1259305150038106113
#GeorgeFloyd  was a #COVID19 carrier.,face_masks,AGAINST,_,_,1268377744062152704
"So do the people who are upset about temporary face mask mandates ordinarily walk around wishing they didn’t have to wear shirts and shoes all the time?
#COVIDIOTS #COVID19 #coronavirus #facemasks",face_masks,FAVOR,_,_,1259378364877541376
Wearing a face mask in 80+ degrees temperatures is dumb as fuck and I recommend everyone stop doing it. #Coronapocalypse #SummerWeather #ThursdayThoughts,face_masks,AGAINST,_,_,1268698039490756608
"When looking into acquiring #PPE equipment for your staff, what has been the biggest issue so far? #StayAlert #CoronavirusUSA #CoronavirusUK",face_masks,FAVOR,_,_,1259505250739814400
"@helpstupidpeopl Yet Orthodox Jews can't hold funerals for their dead, and Christians can't celebrate Easter at their churches. Go figure! #COVID19 #CovidHoax #COVID19Quarantine #LiberalismIsTheRealPandemic #LiberalHypocrisy #PoliceBrutality #PoliceBrutalityPandemic #Masks4All",face_masks,AGAINST,_,_,1268939474639245312
And no mention of masks / face coverings #Borisjohnson #COVID19,face_masks,FAVOR,_,_,1259560797396746242
"@jkwan_md @sassygirlcanada @ServiceOntario @ServiceONT Hey @fordnation how do you think the #COVID numbers will look like in a few weeks??? :rage:
#COVID19Ontario
#SocialDistancing",face_masks,AGAINST,_,_,1269047558946643974
"Correct me if I'm wrong, but I don't remember people this up in arms when businesses began refusing entry to people not wearing shoes or shirts. #NoShoesNoShirtNoMaskNoService 
#COVID19 #coronavirus #StayHomeSaveLives",face_masks,FAVOR,_,_,1259714671776579586
So I go to get my car serviced at @Toyota dealership and no one is wearing masks. Notice says that I can ask the tech to wear a mask and ask for hand sanitizer. I go to @costco five miles away after that and everyone is wearing masks. What am I missing. #COVID19,face_masks,AGAINST,_,_,1269064992235667456
"With so many people wearing masks these days, I'm not sure who to thank for doing their part once we no longer need to wear masks as much.

#COVID19 #coronavirus",face_masks,FAVOR,_,_,1259829897649958912
"@KaitMarieox The #COVID19 scamdemic is now over not only in US, but also worldwide.",face_masks,AGAINST,_,_,1269576253205557251
"@thehill Yeah, going out to eat is definitely worth risking your life - and that of others. I see children there too. SMDH.
#coronavirus, #COVID19,",face_masks,FAVOR,_,_,1259885615618891780
@SassyWineMama Nope! Not at all. #nomask I don’t have one. I know people that work at Banner Hospital who said #COVID19 was overhyped. Comfort masks don’t work. Dr Fraudci &amp; Dr Scarf are full of bs.,face_masks,AGAINST,_,_,1269739022852648960
"Whether you’re a Trump appointee, a member of the White House press corps, or someone soliciting money outside a supermarket, please remember to wear your mask when speaking at all times.  Don’t pull it down or off beforehand.  #lessonfortoday #COVID19 #masks",face_masks,FAVOR,_,_,1260022717014634496
@MayorGimenez @GovRonDeSantis #beaches closed why are you punishing those who do not protest while demonstrators do what they want!  This is discrimination and inequality guess it’s time to do our own protest! ##COVID19 OVER!,face_masks,AGAINST,_,_,1269830503114387456
"@Kkme55342055 @JamesRThompson2 @Craig_A_Spencer @CDCgov We don't... and still not enough tests ... it is not going away. 
#COVID19",face_masks,FAVOR,_,_,1270712561575399427
Public health officials make a shitload of government money to do their jobs. They have a good reason to pick statistics that prove their theories! Oh lets shutdown the world that makes sense... duh... #WorldHealthOrganization #coronavirus #COVID__19,face_masks,AGAINST,_,_,1270400137823543297
#COVID19 cases keep rising in the #USA yet we keep demanding more things open back up &amp; complain about safety measures. We are officially the dumbest country in the world.,face_masks,FAVOR,_,_,1271131701746466816
@IngrahamAngle Waiting for baseball. It’s almost summer. There is no coronavirus.,face_masks,AGAINST,_,_,1273121375956451334
"#coronavirus 

@scotgov plan going forward:
Test. Trace. ISOLATE.

Pretty self-explanatory.

Ukgov:
Plan might appear this week.
Test. Track. TRACE.
What does this mean?
 It doesn't suggest to me that folk in contact with +ve covid people will have to isolate",face_masks,FAVOR,_,_,1256563817389199361
#Chinese people have been wearing #Masks for years and still pass the #coronavirus around.,face_masks,AGAINST,_,_,1273217765235732481
"""You're all overreacting.""

I wish you would overreact too. Underreacting is killing people.

#Quarantine 
#SocialDistancing
#WashYourHands",face_masks,FAVOR,_,_,1258844529878282240
Give me liberty AND give me death doesn’t have the same appeal. #MAGA #COVID19,face_masks,AGAINST,_,_,1273231839629631488
"Why are people still fighting not wearing the mask? We still are in stages of #COVID19 we are not out of the woods, some of our favorite places are still not open, seriously I don't want to lose my summer plans which usually starts 4th of July...please people :pray::pray:",face_masks,FAVOR,_,_,1269940461235552256
Twenty-somethings are getting some of the blame for rising COVID-19 numbers in states like Florida and Texas. What do you say about that? Take our poll. Are you wearing a mask? Reply using one of the hashtags #YesMask or,face_masks,AGAINST,_,_,1273374921826107395
"OH, BY THE F’ING WAY.... CORONAVIRUS CASES ARE ON THE RISE EVERYWHERE...yes, INCLUDING YOU, maybe ESPECIALLY YOU, Republican states.  Remember - you’re on your own.  Plus, the Guard and Army are busy protected #BunkerBitch",face_masks,FAVOR,_,_,1270426794164752384
"@CityofTampa @TB_Chamber @HillsboroughFL @JaneCastor It's too bad, would've spent about $600 this week in dining out, I will NOT wear a mask in a restaurant in Tampa, therefore I will be taking all of my money to ANOTHER County which doesn't require this, and will be suggesting to ALL of my wealthy friends to do the same.",face_masks,AGAINST,_,_,1275891378325774341
@lennycurry The total daily positive #Covid-19 cases in Duval increased &amp; that’s what matters. I don’t care about percentages because more people are being tested.The bottom line is we have more people infected with #Covid19 in our County. #SocialDistancing,face_masks,FAVOR,_,_,1272681901686431744
"@Ladyjet02 @GreatNicotine @GovWhitmer per CDC guidelines (one that never changed from early March) ...who should NOT wear a mask: ""kids under 2 and those with breathing issues...."".... Having allergies &amp; asthma for over 50 years - it's a huge no no for me, and gives me a legal exemption from wearing one.",face_masks,AGAINST,_,_,1275893893482123266
FYI. It's not over folks. We're seeing shortages of #COVID19 testing supplies again.,face_masks,FAVOR,_,_,1272849207582482432
@GavinNewsom Science you say? You mean the same ones thst said DON'T wear masks..you are selfish if you do? The same Science that lied about the numbers?,face_masks,AGAINST,_,_,1275896413529026563
"@mkraju Leadership and leading by example have never been more important. We need responsible leaders, not juveniles who are more concerned with “looking cool.” We wear masks to be considerate of others, not for ourselves. #COVID19",face_masks,FAVOR,_,_,1272859173139734529
"@nyc10468 @ProjectLincoln Florida is FREE from dictates of Leftist dictators. 
We can decide if we wear or not wear masks.

:two_hearts: @GovRonDeSantis 
:two_hearts: @realDonaldTrump",face_masks,AGAINST,_,_,1275911769144332293
@adriandix @jjhorgan @kennedystewart @VCHhealthcare @CDCofBC @WorkSafeBC @PattyHajdu @CPHO_Canada @JustinTrudeau Mandatory masks outside the home! Keep our borders closed! Interprovincial border restrictions! #Canada #COVIDIDIOTS #COVID19 #bcpoli #Vancouver,face_masks,FAVOR,_,_,1272905402754179077
So Oregon County only requires whites to wear a mask? Isn’t that racist???? Imagine if it was the other way around!! #racist,face_masks,AGAINST,_,_,1275911953517621248
@realDonaldTrump The stock market? Meanwhile you &amp; the coronavirus task force head VP Pence are inviting thousands to a rally while this virus is rsking lives! So you dont give a crap about your base! You won’t wear a mask nor tell everyone else they should! Thats NOT a leader!,face_masks,FAVOR,_,_,1272926735521189888
So now some governments are mandating wearing masks and also stating no conceal carry when you wear a mask!  Anybody else getting this odd 2nd Amendment violation??,face_masks,AGAINST,_,_,1275920321204432903
Some of us wearing masks are smelling our own breath for the first time.  This was a good thing. #coronavirus,face_masks,FAVOR,_,_,1272940648698650630
"Covid19 magically disappears when you start to excersise at #planetfitness  !!  Lol
No masks required when exercising,  however,  you have to mask when walking around the establishment!
#COVIDIOT",face_masks,AGAINST,_,_,1275922017452204033
"@BestBuy Went in and most customers had no masks at all. It’s impossible to sanitize stores of this size when people are constantly touching items. It’s easy for corporate to sit at home and wait for this to blow over. But workers are the ones at risk
#COVID19 #coronavirus",face_masks,FAVOR,_,_,1272966836712353793
@henrymcmaster we cannot be forced to wear masks. Our body our choice.,face_masks,AGAINST,_,_,1275958624158912512
Yesterday I got a hair cut in BC. Well done Tommy Guns! Both of us wore a mask and it went great! #SocialDistancing #pandemic,face_masks,FAVOR,_,_,1272988435419025408
@GovWhitmer Wearing a mask for a virus is like putting up a chan link fence to keep mosquitos out of your yard.  Seriously wearing a mask is a control device to keep you scared. Testing gives higher numbers while deaths go down. Closer to a bad cold.,face_masks,AGAINST,_,_,1275959743559983104
@mattgalb99 .....for as long as it takes! #SocialDistancing,face_masks,FAVOR,_,_,1273016458163847170
@HannahLimtiaco Much better than without. I thank  the Chinese communist party! I noticed so many people going without masks as they see the numbers after massive demonstrations,face_masks,AGAINST,_,_,1275959764363603968
"@charliekirk11 Yeah, losing it to Coronavirus, losing it to the stupidity of science-deniers, losing it to senators putting party over country.  #25thAmendmentBeforeWeAllDie #COVID19",face_masks,FAVOR,_,_,1273055422346178560
"My wack job @GovSisolak  Just announced as of Friday he's mandating we all wear masks in public spaces.  Where is the authority for him to force us to do this? I will NOT wear a mask.
:rage:",face_masks,AGAINST,_,_,1275960885257728000
"@SexCounseling @realDonaldTrump What a blessing you &amp; your loved ones have remained healthy.  At the same time, I'm sure the family &amp; friends of the 100,000+ who have died would disagree with you. #WearAMask #coronavirus",face_masks,FAVOR,_,_,1273068560357756930
"@colonel_kevin @christianllamar While Yavapai didn’t mandate them,some cities went to their city council and they voted no masks but mayors overiding Sedona Cottonwood",face_masks,AGAINST,_,_,1275971660949057537
"@GavinNewsom We opened and many counties are NOT requiring face masks, Orange County, San Bernardino, Riverside, San Luis Obispo etc.... Seriously, what the hell is that all about ? How is this #COVID19 nightmare ever going to end if people don't protect one another??",face_masks,FAVOR,_,_,1273083173795016705
So...Governor Sisolak is running Dem playbook...masks mandatory come Friday in Nevada. Had to cancel staycation with the Hubby for our anniversary:cry:Chinese food delivery it is!,face_masks,AGAINST,_,_,1275981412617695232
"Back into the Office today, I've totally forgotten what having a bra and make-up on feels like! #backtowork #coronavirus",face_masks,FAVOR,_,_,1273132577667395585
"@KamVTV @johncardillo @elliemae0404 Remember, we are stronger in numbers then as individuals. This is why the Dems want to #SocialDistance us... #cancelCovid",face_masks,AGAINST,_,_,1275987125075247105
"Cases are up, Mask use is Down- - let’s Reverse that. #COVID19 #coronavirus #kabul #Afghanistan",face_masks,FAVOR,_,_,1273135018739732480
@brianpalmerii @_Its_G_ @GovWhitmer No....no she can’t. I have managed to NOT wear one since this #scamdemic started even visited Lansing back in April to say hi to ole Gretch,face_masks,AGAINST,_,_,1275990963345854464
"Daily trend report for #covid19 Dallas TX.  Cases and deaths by DFW county, 7 day average, for June 17. 

          Cases               Deaths
DFW    27448 (+591)  605 (+10)
Dallas  14847 (+306)  293 (+8)
Tarrant  7642 (+144)  198 (+1)

(Y-axis expanded, again)",face_masks,FAVOR,_,_,1273230914865131522
@Sensus_Fidelium I am shocked at all the brainless people who have fallen into line w/the forced mask wearing.  Their lack of curiosity concerning the truth is astounding.,face_masks,AGAINST,_,_,1275998370197192704
"""I drink and drive all the time because I'm not a pussy who's afraid of crashing.""

When you refuse to wear a #mask to prevent the spread of #coronavirus, it's basically the same thing. 

#WearAMask #Masks4All",face_masks,FAVOR,_,_,1273267395893891072
@jonason_hawkins Wear a mask doing high intensity exercises Sucking in CO2?:joy:. Bodies are going to be falling out all over the place unless people with good sense wear FAKE masks so they can take in enough Oxygen as NORMAL people do. Otherwise you should just STAY CLOSED.,face_masks,AGAINST,_,_,1276021328357683202
"Dr Sanjay Gupta... A person who has #COVID19, and is not wearing a mask, has a 17% chance of transmitting it to another person; and only a 3% chance of transmitting it if wearing one. #WearAMask",face_masks,FAVOR,_,_,1273278525609476101
McDonalds feeds people unhealthy food which has killed a lot of people and then you feed it to your family.  Is that selfish?  #WearADamnMask #Masks #WearAMask,face_masks,AGAINST,_,_,1276044814354649089
"Good morning, COVID-19 is easier to catch and more deadly than AIDS.",face_masks,FAVOR,_,_,1273302860659175424
@newswest9 The psychobabble is as useless as Fauci says a mask is.,face_masks,AGAINST,_,_,1276045710975291395
@Mayor_Steinberg Make masks mandatory in sacramento! #COVID19 #Sacramento #Masks4All,face_masks,FAVOR,_,_,1273352683718455296
"@d5iza @Cartersmom04 @BardsFM Visited fam in another state. Went to Walmart. Got stopped at door bc I wasn't wearing a mask (never have). Told mask was required. Pulled the neckline of my shirt up over my nose, shot the stank eye, and walked right in the store.",face_masks,AGAINST,_,_,1276049960765730819
"@Steelaworkn @JohnBrownsAlive @KimReynoldsIA @Mike_Pence @RandyFeenstra Perhaps you should be a little more concerned about the outbreak of COVID-19 in your part of the country. Maybe if people like you would wear a mask, cases wouldn’t be spiking.",face_masks,FAVOR,_,_,1273361917378203660
Anyone yelling at you to wear a mask tell them Halloween is October 31st.,face_masks,AGAINST,_,_,1276063327462895617
Yessss. So the Texas county I live in just ordered for masks to be worn by employees and customers at all businesses. This is a great step! #COVID19,face_masks,FAVOR,_,_,1273381120890015744
"@Aurento76 @Philodices No need.  My body, my choice.  I breathe freely &amp; fully without a mask.  You don't like it?  Have me arrested.",face_masks,AGAINST,_,_,1276097304370409472
"If anyone doesn’t wear a mask because they “can’t breathe with one” (not a real thing), require them to wear a face shield. When they refuse, make it clear then that their refusal had nothing to do with breathing and everything to do with being a selfish a—hole.",face_masks,FAVOR,_,_,1277360743927574529
Wear a mask if your a liberal believer!!!! That’s my tweet ! I’ll stay healthy n mask free #NoMaskNoProblem,face_masks,AGAINST,_,_,1276097998355824641
BITCHHHHH I JUST DID SHOPING CARTS AT 106 degrees and still have to wear mine so if you can’t breathe GO HOME I’m so tired of people complaining about a SIMPLE MASK then don’t shop if the only requirement is too hard for you :bangbang: #covid19,face_masks,FAVOR,_,_,1275805743409577984
"I live in Greenville but not the city so I’ll not be going into the city of Greenville,Columbia,or Clemson till this mask crap is gone !!!",face_masks,AGAINST,_,_,1276101559538106369
"I'm so proud of my neighbors in #LittleBangladesh and throughout central #LosAngeles for wearing masks. I've been counting: more than 90% of the people I see on the street, public transit, store, etc are doing their part to stop #coronavirus. To the rest of you:",face_masks,FAVOR,_,_,1275814614182187008
"A powerful statement I heard this morning.  "" If you don't like wearing a mask, you will not like wearing a ventilator."" #COVID19",face_masks,AGAINST,_,_,1276111718112989186
"I thought yesterday's statistics were bad, but today may be worse. #Florida 5,529 new cases. 45 deaths.. #COVID19 is not a joke. #TrumpLiesAmericansDie",face_masks,FAVOR,_,_,1275814898170241030
"I’m all for following the rules, but when one of the rules is wearing a mask everywhere and causes me to have difficulty breathing and get lightheaded about to pass out, it’s either break the rule or die. I choose life.
#ThursdayThoughts #COVID #MasksOffAmerica",face_masks,AGAINST,_,_,1276115180083183616
ISO #coronavirus and #facemask earrings set. I prefer to be able to mix and match. I may as well make them both fashionable while wearing my mask. #WearAMask,face_masks,FAVOR,_,_,1275818282206060545
"So you mean to tell me that this whole time I haven’t worn a mask once, have maintained full time employment with no layoff, and even traveled out of the country, yet the masks are all of a sudden going to save my life? GTFO.",face_masks,AGAINST,_,_,1276117081151455234
"Every public building in America (besides restaurants) should have a mask requirement for entrance. Let's get #MaskRequirement trending. Let's save lives. Stop making arguments for not wearing masks...and just wear masks. Easy.

#CoronavirusLockdown #Coronavirus",face_masks,FAVOR,_,_,1275822260637532161
@SteveRustad1 No one misses the most corrupt president EVER #Scamdemic,face_masks,AGAINST,_,_,1276124491836534785
"@Jonatha80589955 @Thinkerks @StevePhillipsMD @vogeldebrav @richardursomd @JoeFreedomLove Instead of Dexamethasone, trial should be of Tadalfil

This fast acting drug has effect both on Lungs and Platelets, a must for #Covid_19 .

Predetermined mind set about any drug, like anti Malarial or ED won't work with #COVID19 
Cure not method counts",face_masks,FAVOR,_,_,1275826098023141376
@Cernovich Seeing people wearing masks causes me far more anxiety.,face_masks,AGAINST,_,_,1276124849434484738
"@targetedbythe So your feelings lead you to want to increase your chance of spreading a deadly virus???

You can't breathe with a mask??? You WONT be able to breathe if you catch #coronavirus

This isn't about you. It's about everyone else.",face_masks,FAVOR,_,_,1275826550475304960
@SaraCarterDC And there you go that tells you that the mask wearing has been a fraud from day one,face_masks,AGAINST,_,_,1276125515137650689
