Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"Did you know that on this day 20 years ago...... actually, I have no fucking idea what day it is. 

#QuarantineLife 
#Quarantine 
#SocialDistancing 
#SelfIsolation",stay_at_home_orders,FAVOR,_,_,1243327781414621184
"Just to confirm there is no military outside just got home. Was Crip walking outside a while ago, saw nothing. Y'all can go out! #CoronavirusInSA #COVID19 #LOCKSOUTHAFRICADOWN",stay_at_home_orders,FAVOR,_,_,1243327962008760321
A fun activity you can do in your own home in quarantine is eat after eating. #QuarantineLife #Quarantine #eat #COVID19 #COIVD #Lockdown21,stay_at_home_orders,FAVOR,_,_,1243329078209495040
"Queueing for Countdown, maintaining 2m, and I STILL smell the fart the guy in front unloaded #covid19",stay_at_home_orders,FAVOR,_,_,1243330126995046402
"Why would someone leave a simmering pot, to hop into a pressure cooker #nocanadian #covid19",stay_at_home_orders,FAVOR,_,_,1243333385566785536
I put laundry away for fun #coronavirus #2020,stay_at_home_orders,FAVOR,_,_,1243334005858037761
"A fan requires 1 minute 44 seconds to stop completely once the power circuit cuts off.... 
Nothing to do so did this while #QuarantineLife 
#AjÑaßi_Thoughts:point_right::100::new_moon:
#COVID2019",stay_at_home_orders,FAVOR,_,_,1243334518125268998
"Finally i feel sleepy...
.
.
at 6 am
#insomnia #QuarantineLife #Lockdown21",stay_at_home_orders,FAVOR,_,_,1243334807712460801
Imma need a raise if I wanna continue these relationships with my 27 new quarantine girlfriends #coronavirus #COVID2019 #ChineseVirus19,stay_at_home_orders,FAVOR,_,_,1243337625500614656
After #CoronavirusOubreak is over I am not taking any sports for granted again ... that being said I am goi to start watching @RedSox baseball and @celtics basketball along with my @NHLBruins #IMissSports #coronavirus #CoronaVillains,stay_at_home_orders,FAVOR,_,_,1243340201101058048
"Can't wait for this word.

""Corona virus is Finally gone"". :pensive::blush:",stay_at_home_orders,FAVOR,_,_,1243341534621097984
"When the first case of #coronavirus was found in Singapore, a friend there panic-texted me about it and caught a flight back to India. Two months later, he just sighed and said ""i would never have imagined it getting this bad"". #GlobalPandemic",stay_at_home_orders,FAVOR,_,_,1243346606457421825
"Now that we have the most Covid19 cases in the word @realDonaldTrump can stop pretending he's done a very good job, and start being a leader. People are getting sick and dying. A job means nothing if your not alive to work it! #Covid19IsReal #coronavirus",stay_at_home_orders,FAVOR,_,_,1243346610685435907
"#lockdownindia People better don't invite Corona virus stage-3 which is very very dangerous and it's uncontrollable ,so all re requesting to be at home and be safe",stay_at_home_orders,FAVOR,_,_,1243350980416004097
Kara &amp; Dada doing Outer Space &amp; @NASA trivia before bed :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: #homeschooling #coronavirus,stay_at_home_orders,FAVOR,_,_,1243354214035832834
@RWrasse @SenJohnThune I wish the Senator well and I hope he isn’t infected with the #coronavirus.,stay_at_home_orders,FAVOR,_,_,1243356189947080704
"Electric companies are gonna be raking in the money after this pandemic.

I mean, most of us are home 24/7 right now. 

#CoronaVirus #ThisIsUs",stay_at_home_orders,FAVOR,_,_,1243358836380983297
"CORONAVIRUS TO THE GROUUUNDDDD! WHAT YOU THINK I’M STUPID? I’M NOT PART OF YOUR SYSTEM!! 

jk guys pls",stay_at_home_orders,FAVOR,_,_,1243359339449962498
"Is it just me, but are veterans, experts at social distancing? I say, yes. #SocialDistancing #veterans #COVID2019",stay_at_home_orders,FAVOR,_,_,1243360560042766336
"The world is dealing with two pandemics:

Corona Virus
Stupidity

#coronaupdatesindia #COVID2019",stay_at_home_orders,FAVOR,_,_,1243363403873128448
I still work. Going to this wedding puts me and everyone around me at risk. This hurts so badly because the one time they want me to be there for them....I can’t go. I won’t be able to work. I can get others sick. It’s tearing me apart. #coronavirus #covid19 #wedding,stay_at_home_orders,FAVOR,_,_,1243364209733160961
Weed went from a gateway drug to an essential business real quick huh ? #coronavirus #weed,stay_at_home_orders,FAVOR,_,_,1243365044143788033
"This bullshit ass locc down gone have me plus 20 pounds...
Smoke-&gt;Eat-&gt;Sleep-&gt;Smoke-&gt;Eat etc...
#StayHome #COVID19",stay_at_home_orders,FAVOR,_,_,1243366226572673025
It's painfully obvious now: the American #healthcare system stinks. #COVID19,stay_at_home_orders,FAVOR,_,_,1243366789767000064
"I’ve never emptied a dishwasher so many times. Yet, laundry is minimal and so is replacing shower gel. Are we washing our dishes, but not our clothes or bodies? Yes, yes we are. #QuarantineLife #COVID2019",stay_at_home_orders,FAVOR,_,_,1243369422519259137
@JedediahBila I wonder what percentage of the US population personally knows someone affected (health wise) by the coronavirus? See how easy it would be to herd us like cattle? At least cattle have to be prodded from time to time.#COVID19,stay_at_home_orders,FAVOR,_,_,1243372664657453056
"Hope, population of tuna wont be in danger, I never seen so much people buy a canned tuna ever before :joy:
#COVIDIDIOT #COVID19Ontario #coronavirus #TigerKingNetflix",stay_at_home_orders,FAVOR,_,_,1243376162841047041
"People- what are the symptoms of corona apart from fever and dry cough?

Modi ji- Ghar rehna mushkil lgega aur bahar ghoomne ka man krega

#COVID19",stay_at_home_orders,FAVOR,_,_,1243376653058727938
"No way maaaan, the government is trying to make me stay home and do nothing but fuck the system maaaan, I'm going to work!! #anarchy2020

#pandemic #coronavirus",stay_at_home_orders,FAVOR,_,_,1243380995895652358
Still up and buying #buyingnudes #sellingnudes #secretseller #nudes #sellingpics #cashapp #sugardaddy #snapchat #collegegirl #COVID19 #coronavirus,stay_at_home_orders,FAVOR,_,_,1243383977592762376
"Mom: How do you do it?
Me: What?
Mom: laying in bed the whole day.
Me: that's what i trained in all my high days. #nepal #QuarantineLife #bed",stay_at_home_orders,FAVOR,_,_,1243384208795435012
"Day 13:
Moisturizer moisturizes skin while conditioner moisturizes hair.

#COVID19",stay_at_home_orders,FAVOR,_,_,1243388347856220162
"@Vijayabaskarofl Sir, Some organisactions, coming under essential service are indirectly threatening emps to work in this lockdown, using cabs to take 3-5 ppl to office. Is this #SocialDistancing. This is high risk. Pls do something abt it to stop it imly. Tnx #Corona",stay_at_home_orders,FAVOR,_,_,1243389865787404289
Governments around the world should enable Geo-Fencing on all phones. They must start using realtime mobile tower data to see where people are gathering. Break every single bone that is defying the quarantine for no valid reason. #coronavirus #covid19,stay_at_home_orders,FAVOR,_,_,1243390130393513991
"Practicing #SocialDistancing since 2012. :relieved:

#SARSCoV2",stay_at_home_orders,FAVOR,_,_,1243390696968441857
"I used to stay home all day before, now this corona hoe appeared i feel the necessity of going outside ://
#coronamemes #coronavirus",stay_at_home_orders,FAVOR,_,_,1243398146203381761
We thought January was a long month. Welcome to March we are only half way and we have to stay inside #COVID19,stay_at_home_orders,FAVOR,_,_,1243401410097451008
Let's battle the COVID-19 as a nation! I urge everyone to follow the rules put forth by our Government. My deepest gratitude for all your efforts @PMOIndia . :pray::pray: Humanity will rise and we will win this war!,stay_at_home_orders,FAVOR,_,_,1243403200025079809
"Someone’s mother has four sons. North, South and East. What is the name of the fourth son.
 
Reply with your answer and I'll dm you. If you're wrong you'll have to retweet it with who you lost to.

#quarantinegames #QuarantineLife #quarantinememes #COVID2019 #Lockdown21",stay_at_home_orders,FAVOR,_,_,1243404163804852225
"stay at home and keep healthy.
#please.
#COVID19
#IndiaFightsCorona",stay_at_home_orders,FAVOR,_,_,1243405783271763969
"India 
Confirmed 733
Death 20
Recovered 67
#CoronaUpdates #COVID19 #ChineseVirus #ChineseWuhanVirus
Please",stay_at_home_orders,FAVOR,_,_,1243407634079731717
"World

Total Cases 535691
Death 24104
Recovered 127243
Territories 201
#CoronaUpdates #COVID19 #ChineseVirus #ChineseWuhanVirus
Please",stay_at_home_orders,FAVOR,_,_,1243408275304927232
"█▓▒░Asiannewshub :registered:░▒▓█

#CoronaVirusUpdates 

#BreakingNews: The number of #COVID19 cases in #Maharashtra state of #India climbs to 135.

 #COVID_19",stay_at_home_orders,FAVOR,_,_,1243416332428660739
"@GuruOfficial Right Sir one &amp; only hope now... Dava se jyada duaa me asar hota hai... :pray:
Praying for all who are suffering from #COVID2019 #QuarantineLife
&amp; So beautiful pic... Of 
Golden temple ...
So critical situation in the whole world.. 
#StayHomeSaveLives",stay_at_home_orders,FAVOR,_,_,1243417063265161222
"Its getting hectic for the people to remain inside thier respective homes...but it is for our safety.We can fight with this #COVID19 by taking precautions n more importantly stay in our homes. So that everyone vill b safe...
#21daylockdown 
#kashmirfightscorona",stay_at_home_orders,FAVOR,_,_,1243417238058631169
"Could the people who can #selfisolate and won't, please #StayHomeSaveLives . The longer you risk catching and spreading #coronavirus the longer I have to be away from my #grandchildren and it is breaking my heart. :broken_heart: :cry:",stay_at_home_orders,FAVOR,_,_,1243418584929296384
"@chicagosmayor Keep it going Mayor Lightfoot and the people will rise up and against you.  

THERE IS TALK OF A #COVID19 PROTEST IN CHICAGO

To this unconstitutional",stay_at_home_orders,FAVOR,_,_,1243418778215440389
"@Arnoldkalema My brother even after long hours at home, please continue staying at home this #coronavirus is real.",stay_at_home_orders,FAVOR,_,_,1243419209389887490
"At times of pandemic the residents of shopian r facing power crisis which is adding to problems during times of pandemic. Plzz take a notice of this.
#DCshopian 
#powercrisis
#COVID19 
#IndiaLockdownFor21Days 
#Restore4GinJammuKashmir",stay_at_home_orders,FAVOR,_,_,1243420275418357761
If any girl is chatting with you this time don’t get excited coz thats just for 21 days :smirk: #coronavirus #QuarantineLife,stay_at_home_orders,FAVOR,_,_,1243421886387613701
"Delhi - Ministry of health report 724 COVID-19 and 19 deaths on Friday morning in the country. More than 50 among 724 have recovered too.
#COVID2019 #StayAwareStaySafe #IndiaFightsCoronavirus",stay_at_home_orders,FAVOR,_,_,1243422398474412032
"Prabhas, Allu Arjun, Junior NTR, Pawan Kalyan etc are donating money for the fight against Chinese Corona Virus. My respect for South Indian actors are increasing day by day. Well done guys &amp; Thank You:pray::pray::pray:",stay_at_home_orders,FAVOR,_,_,1243423294713245697
"Ignorance is the deadliest virus than Corona. 

#COVID2019",stay_at_home_orders,FAVOR,_,_,1243425290648346624
"feeling safe under the leadership of @HemantSorenJMM + @INCJharkhand .
Help everyone like this, CM sir, we will fight together and win to #coronavirus

#COVID19 #Covid_19",stay_at_home_orders,FAVOR,_,_,1243427854144000000
"6 new positive cases of #Covid19 in TN, making the total tally to 35 so far. #CoronavirusLockdown",stay_at_home_orders,FAVOR,_,_,1243428064203141120
"Physically,mentally &amp; emotionally
 I' M BORED...!:neutral_face:
#QuarantineLife",stay_at_home_orders,FAVOR,_,_,1243428172332326914
"USA is now on the Leader board with 85000+ patients affected by The #CoronaVirus.

According to easeweb's graph research,
USA may lead to 100,000+ if they don't stop spreading the #COVID-19.

#BESAFE #CoronavirusOutbreak #usaCoronavirus",stay_at_home_orders,FAVOR,_,_,1243428526113488896
"Highly paid celebrities who are dumb enough to create confusion regarding the COVID-19 or comparatively low paid doctors who are risking their lives fighting against the disease...
The choice is yours to make!!
#COVID2019",stay_at_home_orders,FAVOR,_,_,1243429952004882433
"No EMI for next three months. The RBI has finally woken up to #Coronavirus #lockdown impact on economy. 
 #IndiaBattlesCoronavirus",stay_at_home_orders,FAVOR,_,_,1243430143781044224
Current situation has put Overactive imagination into overdrive and turned local woods into set from Hunger Games as drone noise whizzes overhead at 6 am. Any movement and I m on high alert. But I am Katniss #covid19,stay_at_home_orders,FAVOR,_,_,1243430153130315776
"I wish someone comes up and say this whole thing was a joke on 1st April. I just wish la:pensive:
#COVID19 #Lockdown",stay_at_home_orders,FAVOR,_,_,1243430899787501568
"My name is Aadil and I'm declaring to be in self quarantine,
i won't be visiting anyone and requesting humbly not to visit me, I am a responsible citizen of kashmir and I will play my role in stopping the COVID-19 outbreak and I hope u will do the same.",stay_at_home_orders,FAVOR,_,_,1243431964801032193
"#StayHomeSaveLives 
Millions of people are already following the rules, and helping to save lives.please play your part by staying at home .
#COVID19",stay_at_home_orders,FAVOR,_,_,1243432769398530048
@sonakshisinha Yes! It's time for #SocialDistancing and binge-watching.,stay_at_home_orders,FAVOR,_,_,1243432812142706688
"I am sure we can get rid of this #COVID19  #Coronavirus situation one day
But 
I AM DEAD SURE WE WILL NEVER GET RID OF THIS *CHALTA HAI ATTITUDE* OF OURS.

Dedicated to those ""Mahaan"" people who are still escaping the #Quarantine and hiding travel history.",stay_at_home_orders,FAVOR,_,_,1243434842026471428
Anti #Covid19 Rainfall in #Kashmir,stay_at_home_orders,FAVOR,_,_,1243435106766712832
"Meghalaya alleges trucks loading essentials for state made to
 wait at Assam godowns, leading to 'unfair' delays. #coronavirus",stay_at_home_orders,FAVOR,_,_,1243436818206298112
We people have a big role in fighting the deadly Corona virus and that is...,stay_at_home_orders,FAVOR,_,_,1243437631238594560
"Restless? Exhausted? 
But you loved captivating birds in a cage.

#covid19",stay_at_home_orders,FAVOR,_,_,1243438066754154498
"Let's make a Dua on this blessed day for all those who have been affected from #CoronaVirus for their healthy recovery &amp; ask Allah to protect us, Our families and loved ones.
#JummahMubarak #COVID2019",stay_at_home_orders,FAVOR,_,_,1243439082056884224
Everyone I know are in lockdown now. The scaremongering on the news tonight makes me feel like bulk buying and being my own supermarket. #quitthehysteria #coronavirusaustralia #credlin,stay_at_home_orders,FAVOR,_,_,1243439325670289408
"Potato which is used to cost Rs.30 for 1kg
Now it cost Rs. 120. Some people started getting benefit of this situation. @PuneCityPolice @CMOMaharashtra
#coronavirus",stay_at_home_orders,FAVOR,_,_,1243442164685660165
"A very rare moment when people are scared of being POSITIVE. 

#Lockdown21 #BeatTheVirus #Covid19 #Quarantine",stay_at_home_orders,FAVOR,_,_,1243443184056684549
"I’m 26 years old and I paid 20 bucks to watch frozen 2. This is what quarantine has done to me.
Quarantine Day : I lost count.
#QuarantineLife",stay_at_home_orders,FAVOR,_,_,1244835001839030273
@SavlonIndia @dettolbsiadra @TataCompanies TATA Namak all these 3 important and basic needs are not available in market from last 4-5 days from Mumbai... where should common man buy these stuffs? #coronavirus #news #MumbaiLockdown #Mumbai,stay_at_home_orders,FAVOR,_,_,1244838423589842944
"India records 227 new positive cases nationwide.
#coronavirusindia #COVID19",stay_at_home_orders,FAVOR,_,_,1244839434710851584
What is everyone doing in #Quarantine during #COVID19 ? I wanna know your #activities during,stay_at_home_orders,FAVOR,_,_,1244841853914095616
"@SaketGokhale #Nizamuddin
:no_entry::arrow_right: Naked Islamophobia :point_down: :mask::scream:
It seems mainstream media, public intellectuals and activists are preoccupied with the ""ghost"" of ""Muslim Indians"" than being concerned about the lackadaisical approach of the Govt. towards handling the #coronavirus .",stay_at_home_orders,FAVOR,_,_,1244842076082024448
"Year ago we're all hyped for endgame and now we are in the endgame 
#coronavirus #AvengersEndgame",stay_at_home_orders,FAVOR,_,_,1244842694087602176
"Myanmar reports first coronavirus death as case numbers rise in the country

#COVID19",stay_at_home_orders,FAVOR,_,_,1244843897341108225
"Schedule your day to gain maximum benefit from lockdown!

And stick to it!

#coronavirus",stay_at_home_orders,FAVOR,_,_,1244844408903733248
"Coronavirus: Social distancing helps save lives, says study",stay_at_home_orders,FAVOR,_,_,1244852725625454593
"I have ample of time in quarantine, but no mood :slightly_smiling_face:
#QuarantineLife
#Lockdown21",stay_at_home_orders,FAVOR,_,_,1244857277380616192
I think what will define this period for me will be washing tomatoes with soap #COVID19 #COVID19nz,stay_at_home_orders,FAVOR,_,_,1244861103248556033
"Quarantine makes me horny af
#COVID19 #quarantined",stay_at_home_orders,FAVOR,_,_,1244861321037746176
"#coronavirusindia will soon enter #COVID19 Stage 3 aka ""Community spread"" because of a egoistic community who thinks all restrictions for any reason imposed by Govt is an attack on their religious freedom!
#TablighiJamat",stay_at_home_orders,FAVOR,_,_,1244861391795679233
"Be strong &amp; courageous. Do not be afraid. Do not be discouraged, everything will b ok.Inshaallah Allah will save us from this coronavirus he knows everything and he is the best protector.
#AllahTheHealer.",stay_at_home_orders,FAVOR,_,_,1244862439868354567
"#COVID-19 
Kashmiri people should understand that Population wise we have highest number of Positive cases here. Now we have decide, if we stay at home for 15 days religiously then we will win the war within 15 days, if we don't then ready for the disaster",stay_at_home_orders,FAVOR,_,_,1244862972490428416
"Patient dies in #HowrahZilaHospital WestBengal due to negligence. She was in the general ward with other patients and later moved to ccu without any ventilation.
 
#CoronaUpdates #COVID19 #ChineseVirus #ChineseWuhanVirus #CoronavirusPandemic
Please",stay_at_home_orders,FAVOR,_,_,1244863090702745600
March is the sharma ji ka beta for all other months . #MarchMadness #QuarantineLife #memes,stay_at_home_orders,FAVOR,_,_,1244863379551817729
#UttarPradesh power DISCOMs grapple with reduced collections amid #COVID19,stay_at_home_orders,FAVOR,_,_,1244863446883041281
I just learned what @RuPaul looks like... things you can discover during #coronavirus,stay_at_home_orders,FAVOR,_,_,1244866231351431168
"To the people who are roaming out, Will you go out if open firing happening out in a war? This is also same war like situation where an invisible army #COVID19 are firing openly in public places. Hence beware of going out",stay_at_home_orders,FAVOR,_,_,1244866806113681408
@TheOnlyB_Mose you got another good 30 days before you see that text :joy: #COVID19,stay_at_home_orders,FAVOR,_,_,1244869578875973632
"@AwantipoPolice 
There is gathering of ppl At Dangerpora Eid Gah
Padgampora Eid Gah
Please Check out :pray:
#COVID19",stay_at_home_orders,FAVOR,_,_,1244871144093581312
@PMOIndia @PMOIndia US FDA approved new testing kits by Abott Labs n they r planning 2 do/ prep 50000 tests/kits a day. Are v planning something on those lines may b heavy purchasing frm multiple countries. Cuz if v need to defeat #COVID19 testing is the key,stay_at_home_orders,FAVOR,_,_,1244872939721224192
"I swear we are fighting two pandemics #COVID 19 and stupidity ,
#coronavirus #QuarantineLife",stay_at_home_orders,FAVOR,_,_,1244876465352503296
"'Do you think lockdown is the best option to fight Covid-19? Why is there no other option?'
#coronavirus 
#CoronavirusOutbreak",stay_at_home_orders,FAVOR,_,_,1244877238241128449
Vietnam is officially in lockdown for 15 days from tomorrow #COVID19,stay_at_home_orders,FAVOR,_,_,1244882208050958338
"@channelstv I heard @DapoAbiodunfan has suspended that of Ogun state till Friday, how true is that news?  #lockdownlagos #COVID19",stay_at_home_orders,FAVOR,_,_,1244882228305448966
"What is your recovery plan after Covid-19 ?

#MainaAndKingangi #KOT #COVID19 #StayAtHome",stay_at_home_orders,FAVOR,_,_,1244883742822404099
3 Cases of #COVID-19 in Botswana confirmed last night.... We need to ramp up containment and preventitive measures. Its about time the President @OfficialMasisi announces a,stay_at_home_orders,FAVOR,_,_,1244884305257603073
"This Corona virus has a very big ego,
He will not come until you go out and invite him...
STAY HOME
#GoCorona #StayHomeIndia",stay_at_home_orders,FAVOR,_,_,1244885978440806400
"@BMTheEquityDesk If anyone worried about the coronavirus, they should self isolate. Leave the rest of us alone",stay_at_home_orders,FAVOR,_,_,1244888033205186565
"#BREAKING 

WHO official: #Coronavirus epidemic 'far from over' in Asia @PressTV 

#COVID19",stay_at_home_orders,FAVOR,_,_,1244889262463447041
"The best MLM company award goes to - Corona virus 

#QuarantineLife",stay_at_home_orders,FAVOR,_,_,1244890130822737921
"“Flattening the curve is a key tactic, but a long term strategy is needed”
- Dr Marc-Alain Widdowson, Director, Institute of Tropical Medicine (ITM), Antwerp

#flatteningthecurve #COVID #COVID19 #Corona",stay_at_home_orders,FAVOR,_,_,1244890423350317056
"@ClarkeMicah @piersmorgan @GMB
Please allow this idiot to spend a day with live individuals suffering from the corona virus and lets see if social distancing and lockdown would have actually protected him.  #rude #ignorant #dangertosociety",stay_at_home_orders,FAVOR,_,_,1244891216648568834
@amitmalviya There is a difference between how it is being sprayed and what is being sprayed. The question and issue lies in the 'What'... #COVID19 #Quarantine,stay_at_home_orders,FAVOR,_,_,1244892802443608064
"Let's knockdown corona during this lockdown.

#coronavirus 
#TuesdayThoughts 
#StayHome 
#COVID 
#SocialDistancing 
#Corona",stay_at_home_orders,FAVOR,_,_,1244893322419802119
"Stay@home , stay safe 
#Coronavirustruth #COVID19 #StayAtHome",stay_at_home_orders,FAVOR,_,_,1244893334956580866
@amitmalviya The act of 'spraying' is commendable and should be applauded whether in UP or in Kerala but authorities should be more responsible and check 'what' is being used to disinfect #IndiaFightsCorona #COVID19 #Quarantine,stay_at_home_orders,FAVOR,_,_,1244893590679101442
"@MayorofLondon You need to close roads to make space for ppl.

#COVID19",stay_at_home_orders,FAVOR,_,_,1244893603949875201
My daughter has lost a tooth. Not sure if the toothfairy paying a visit is classed as essential travel?? :thinking_face: #coronavirus,stay_at_home_orders,FAVOR,_,_,1244897493361532928
"#Breaking
#Covid19
One more (10 year old boy) test positive for Covid19 in #Kashmir division from Eidgah soura, toll reaches to 50 in JK UT.
2 among them died and two were recovered",stay_at_home_orders,FAVOR,_,_,1244897609514242050
"Day Fifteen in lockdown: What even is deodorant? 

#COVID19",stay_at_home_orders,FAVOR,_,_,1244898088625623041
4 coronavirus patients in my locality ... All I can hear is ambulance and police jeep sirens... everyone is just panicking here  #coronavirusindia  this is very scary ... May Allah give strength to everyone,stay_at_home_orders,FAVOR,_,_,1244898213485674497
"#CoronaVirusUpdate | Supreme Court asks Center to set up a committee of experts and portal for information on coronavirus pandemic within 24 hours

#IndiaFightsCorona 
#COVID19outbreak",stay_at_home_orders,FAVOR,_,_,1244898578637574144
"@ImRo45 @CMOMaharashtra How many crores of donation to be donated by Political Parties, Political leaders, State and Central ministers, Chief Ministers for #COVID19 ? #Coronaindia",stay_at_home_orders,FAVOR,_,_,1244898684011081728
"Don’t worry, we’ve got you covered with another incredible guest tonight at 7pm:star-struck: keep you eyes peeled! #podcast #thetrusselltrust #COVID19",stay_at_home_orders,FAVOR,_,_,1244899983628873728
"#COVID-19 

10-year-old boy among 3 more test positive, J&amp;K Covid-19, total 52 cases*
The number of covid-19 patients in Jammu and #Kashmir on Tuesday crossed 50-mark as three more persons have been confirmed positive for caronavirus.",stay_at_home_orders,FAVOR,_,_,1244901161762619392
"Do hand wash , both hands please throughly for 20 seconds.- Chameleon:lizard::clap:.

Hand wash Ambassador chameleon in Covid-19 Times. 

#Chameleon #handwash #coronavirus #IndiaFightsCorona #Soap  #21daysoflockdown 
#india #coronavirus #covid19 #coronavirusoutbreak",stay_at_home_orders,FAVOR,_,_,1244906673380057088
"Till date 98 COVID-19 positive cases have been confirmed In Karnataka. This includes 3 deaths &amp; 6 discharges.
10 new cases were detected since 30.03.2020, 5.00pm to 31.03.2020, 8.00am. #Covid_19india",stay_at_home_orders,FAVOR,_,_,1244907907088437248
"2/ religious gathering n turned it into the epicenter of corona virus spread in India exactly tells how planned the things are!!
Do you want to suggest that no one in the govt knew that there will chaos due to sudden",stay_at_home_orders,FAVOR,_,_,1244908597819080706
"I know we all have bigger fish to fry right now, but how about bank holidays in lieu when all this is over? I reckon we will lose 4 of them to lockdown - let’s move them! #bankholiday #COVID19",stay_at_home_orders,FAVOR,_,_,1244910259606519809
"Globally, #coronavirus has made people untouchables by default. However, only in India the deadly #COVID19 has a religion.",stay_at_home_orders,FAVOR,_,_,1244912126268854272
"#COVID19 update #Rajasthan               
10 more evacuees from Iran test positive . Total positive 93",stay_at_home_orders,FAVOR,_,_,1244913246437425152
"Looking at the ""Natural Intelligence"" in the recent times, I am getting more optimistic about ""Artificial Intelligence"". #COVID19",stay_at_home_orders,FAVOR,_,_,1244914402932875264
"Who should bat at #5 in Pakistan All-Time Test XI?

ZAHEER ABBAS
2048 @ 53.89 | 6x100

INZAMAM UL HAQ
2144 @ 51.04 | 6x100

MUHAMMAD YOUSAF
3774 @ 53.15 | 13x100

MISBAH UL HAQ
4643 @ 50.46 | 10x100

#BeASelector | #QuarantineLife |",stay_at_home_orders,FAVOR,_,_,1244914453356916736
@Germans4indyref Don't know about Charles but I don't believe #BorisJohnson had it at all. #ToryLies #Covid19 #ResignBorisJohnson,stay_at_home_orders,FAVOR,_,_,1244915317102514176
"“Forgot to tweet this, but ONLY here in England on Sunday during a LOCKDOWN can we have Rain,Snow,Sleet,hailstones &amp; sunshine all in one day! :joy: #SnowRonaVirus #COVID19",stay_at_home_orders,FAVOR,_,_,1244915590843768833
"Third seam bowler of Pakistan All-Time Test XI...

FAZAL MAHMOOD
139 @ 24.70 | 13x5wI

MUHAMMAD ASIF
106 @ 24.36 | 7x5wI

MUHAMMAB ABBAS
75 @ 20.76 | 4x5wI

#BeASelector | #QuarantineLife |",stay_at_home_orders,FAVOR,_,_,1244915808842788865
"carrying South Africa during the lockdown. While we expect life will look rather different on the other side of the quarantine, we have been inspired by President Ramaphosa's strong leadership &amp; excellent communication during this time. 2/3 #moveup #quarantinelife",stay_at_home_orders,FAVOR,_,_,1244918290767626241
